jenis_kelamin,usia,wilayah_geografis,paket_umrah,tanggal_pemesanan,tahun,bulan,tanggal,bulan_tahun
0,50,6,1,2023-01-16,2023,1,16,1
1,50,6,5,2023-07-27,2023,7,27,7
1,46,6,4,2023-05-10,2023,5,10,5
1,19,6,3,2023-01-02,2023,1,2,1
1,49,6,5,2023-06-09,2023,6,9,6
0,53,6,0,2023-05-10,2023,5,10,5
0,45,6,0,2023-04-10,2023,4,10,4
0,63,6,4,2023-03-27,2023,3,27,3
0,54,6,3,2023-08-20,2023,8,20,8
0,45,6,0,2023-04-10,2023,4,10,4
0,50,6,3,2023-05-07,2023,5,7,5
1,50,6,3,2023-05-14,2023,5,14,5
0,31,6,4,2023-09-07,2023,9,7,9
1,58,6,5,2023-07-21,2023,7,21,7
1,50,6,4,2023-06-23,2023,6,23,6
1,37,6,0,2023-11-07,2023,11,7,11
1,50,6,5,2023-07-27,2023,7,27,7
1,55,6,3,2023-04-10,2023,4,10,4
1,50,6,4,2023-07-06,2023,7,6,7
1,62,6,3,2023-06-10,2023,6,10,6
1,70,6,4,2023-12-09,2023,12,9,12
1,50,6,4,2023-07-14,2023,7,14,7
0,48,6,0,2023-06-26,2023,6,26,6
0,63,6,4,2023-03-27,2023,3,27,3
0,63,6,5,2023-07-04,2023,7,4,7
0,59,6,0,2023-12-02,2023,12,2,12
1,24,6,1,2023-06-10,2023,6,10,6
1,20,6,1,2023-02-24,2023,2,24,2
1,19,6,3,2023-01-02,2023,1,2,1
0,53,6,0,2023-05-10,2023,5,10,5
1,70,6,4,2023-12-09,2023,12,9,12
1,24,6,5,2023-12-10,2023,12,10,12
1,41,6,5,2023-12-10,2023,12,10,12
1,36,6,5,2023-06-10,2023,6,10,6
1,70,6,4,2023-12-09,2023,12,9,12
0,59,6,0,2023-12-02,2023,12,2,12
0,39,6,4,2023-06-07,2023,6,7,6
0,54,6,3,2023-08-21,2023,8,21,8
1,48,6,3,2023-02-22,2023,2,22,2
0,43,6,4,2023-03-10,2023,3,10,3
1,39,6,1,2023-10-02,2023,10,2,10
0,45,6,4,2023-07-16,2023,7,16,7
1,60,6,4,2023-03-30,2023,3,30,3
1,32,6,1,2023-01-16,2023,1,16,1
0,43,6,2,2023-02-19,2023,2,19,2
0,43,6,2,2023-02-19,2023,2,19,2
1,20,6,1,2023-02-24,2023,2,24,2
1,41,6,4,2023-02-16,2023,2,16,2
1,37,6,0,2023-01-06,2023,1,6,1
1,37,6,5,2023-02-18,2023,2,18,2
1,45,6,0,2023-07-13,2023,7,13,7
0,43,6,5,2023-04-17,2023,4,17,4
1,19,6,3,2023-01-02,2023,1,2,1
1,46,6,4,2023-05-10,2023,5,10,5
1,32,6,3,2023-01-24,2023,1,24,1
1,62,6,0,2023-11-02,2023,11,2,11
0,60,6,1,2023-01-02,2023,1,2,1
1,16,6,5,2023-02-27,2023,2,27,2
0,43,6,4,2023-03-10,2023,3,10,3
1,42,6,5,2023-03-02,2023,3,2,3
0,56,6,3,2023-08-26,2023,8,26,8
1,45,6,1,2023-01-16,2023,1,16,1
1,50,6,5,2023-07-27,2023,7,27,7
1,49,6,1,2023-10-08,2023,10,8,10
0,41,6,1,2023-11-02,2023,11,2,11
1,42,6,4,2023-02-19,2023,2,19,2
1,50,6,4,2023-07-06,2023,7,6,7
1,42,6,5,2023-03-02,2023,3,2,3
1,37,6,0,2023-03-06,2023,3,6,3
1,50,6,5,2023-07-27,2023,7,27,7
0,50,6,3,2023-05-07,2023,5,7,5
1,54,6,3,2023-09-04,2023,9,4,9
1,70,6,4,2023-12-09,2023,12,9,12
0,45,6,0,2023-02-27,2023,2,27,2
1,68,6,3,2023-02-19,2023,2,19,2
0,63,6,4,2023-03-27,2023,3,27,3
0,42,6,4,2023-03-21,2023,3,21,3
1,54,6,3,2023-09-04,2023,9,4,9
1,58,6,5,2023-07-21,2023,7,21,7
1,42,6,4,2023-02-19,2023,2,19,2
1,37,6,0,2023-07-07,2023,7,7,7
0,70,6,1,2023-02-15,2023,2,15,2
1,45,6,0,2023-06-19,2023,6,19,6
1,26,6,3,2023-04-10,2023,4,10,4
0,68,6,3,2023-12-09,2023,12,9,12
0,40,6,4,2023-04-10,2023,4,10,4
1,63,6,3,2023-06-09,2023,6,9,6
1,16,6,5,2023-02-27,2023,2,27,2
1,58,6,5,2023-07-21,2023,7,21,7
0,33,6,0,2023-09-10,2023,9,10,9
0,62,6,0,2023-06-02,2023,6,2,6
1,38,6,3,2023-10-02,2023,10,2,10
0,25,6,2,2023-02-19,2023,2,19,2
1,50,6,5,2023-07-27,2023,7,27,7
0,57,6,3,2023-03-31,2023,3,31,3
1,55,6,3,2023-04-10,2023,4,10,4
0,45,6,0,2023-04-10,2023,4,10,4
0,60,6,3,2023-12-01,2023,12,1,12
0,45,6,3,2023-04-20,2023,4,20,4
1,41,6,5,2023-12-10,2023,12,10,12
1,62,6,5,2023-03-22,2023,3,22,3
0,76,6,3,2023-11-02,2023,11,2,11
1,52,6,3,2023-02-24,2023,2,24,2
0,40,6,2,2023-10-04,2023,10,4,10
1,32,6,1,2023-01-16,2023,1,16,1
0,47,6,1,2023-06-10,2023,6,10,6
1,24,6,1,2023-06-10,2023,6,10,6
0,39,6,4,2023-06-07,2023,6,7,6
0,33,6,1,2023-06-10,2023,6,10,6
0,45,6,4,2023-09-06,2023,9,6,9
1,29,6,5,2023-07-28,2023,7,28,7
1,40,6,2,2023-10-04,2023,10,4,10
0,70,6,1,2023-02-15,2023,2,15,2
1,45,6,0,2023-06-19,2023,6,19,6
1,60,6,4,2023-03-30,2023,3,30,3
1,55,6,3,2023-04-10,2023,4,10,4
1,41,6,3,2023-12-04,2023,12,4,12
0,55,6,5,2023-08-08,2023,8,8,8
1,31,6,3,2023-04-10,2023,4,10,4
0,42,6,4,2023-03-21,2023,3,21,3
0,42,6,4,2023-03-21,2023,3,21,3
1,45,6,0,2023-06-19,2023,6,19,6
0,60,6,1,2023-01-02,2023,1,2,1
0,60,6,4,2023-05-04,2023,5,4,5
1,37,6,4,2023-06-01,2023,6,1,6
0,63,6,4,2023-03-27,2023,3,27,3
0,48,6,5,2023-07-25,2023,7,25,7
1,32,6,1,2023-01-16,2023,1,16,1
0,52,6,3,2023-03-29,2023,3,29,3
0,45,6,3,2023-04-20,2023,4,20,4
0,48,6,0,2023-07-16,2023,7,16,7
0,46,6,4,2023-01-23,2023,1,23,1
1,50,6,3,2023-07-23,2023,7,23,7
1,45,6,1,2023-01-16,2023,1,16,1
0,45,6,4,2023-07-16,2023,7,16,7
0,50,6,3,2023-05-07,2023,5,7,5
1,58,6,0,2023-05-06,2023,5,6,5
0,53,6,3,2023-03-02,2023,3,2,3
1,50,6,5,2023-07-27,2023,7,27,7
1,58,6,5,2023-03-27,2023,3,27,3
0,38,6,0,2023-03-30,2023,3,30,3
0,47,6,1,2023-06-10,2023,6,10,6
0,60,6,3,2023-12-01,2023,12,1,12
1,37,6,0,2023-07-07,2023,7,7,7
1,49,6,1,2023-10-08,2023,10,8,10
1,50,6,5,2023-07-19,2023,7,19,7
0,43,6,4,2023-03-10,2023,3,10,3
1,46,6,4,2023-05-10,2023,5,10,5
1,36,6,5,2023-06-10,2023,6,10,6
0,54,6,3,2023-08-20,2023,8,20,8
1,41,6,3,2023-12-04,2023,12,4,12
0,64,6,3,2023-02-27,2023,2,27,2
0,45,6,4,2023-09-06,2023,9,6,9
0,42,6,4,2023-03-21,2023,3,21,3
0,48,6,0,2023-10-06,2023,10,6,10
0,56,6,3,2023-08-26,2023,8,26,8
1,43,6,5,2023-04-17,2023,4,17,4
1,70,6,3,2023-02-21,2023,2,21,2
0,68,6,3,2023-12-09,2023,12,9,12
0,33,6,0,2023-09-10,2023,9,10,9
0,58,6,0,2023-06-10,2023,6,10,6
0,77,6,4,2023-11-09,2023,11,9,11
0,42,6,4,2023-03-21,2023,3,21,3
0,47,6,3,2023-08-17,2023,8,17,8
0,65,6,1,2023-01-25,2023,1,25,1
0,51,6,0,2023-12-02,2023,12,2,12
0,31,6,4,2023-02-06,2023,2,6,2
1,55,6,5,2023-08-08,2023,8,8,8
1,37,6,3,2023-08-25,2023,8,25,8
1,19,6,3,2023-01-02,2023,1,2,1
1,31,6,5,2023-11-06,2023,11,6,11
0,56,6,3,2023-08-26,2023,8,26,8
0,77,6,4,2023-11-09,2023,11,9,11
1,28,6,2,2023-03-01,2023,3,1,3
0,42,6,5,2023-06-04,2023,6,4,6
1,48,6,3,2023-02-22,2023,2,22,2
1,50,6,4,2023-07-06,2023,7,6,7
1,41,6,5,2023-10-05,2023,10,5,10
0,34,6,4,2023-04-10,2023,4,10,4
0,47,6,1,2023-06-10,2023,6,10,6
1,45,6,0,2023-06-19,2023,6,19,6
0,72,6,4,2023-02-16,2023,2,16,2
0,42,6,5,2023-06-04,2023,6,4,6
0,53,6,3,2023-03-02,2023,3,2,3
1,58,6,0,2023-05-06,2023,5,6,5
0,47,6,1,2023-06-10,2023,6,10,6
1,58,6,0,2023-06-22,2023,6,22,6
1,38,6,3,2023-10-02,2023,10,2,10
1,29,6,4,2023-07-26,2023,7,26,7
0,59,6,0,2023-12-02,2023,12,2,12
0,48,6,5,2023-07-25,2023,7,25,7
1,70,6,3,2023-02-21,2023,2,21,2
0,29,6,1,2023-01-16,2023,1,16,1
0,42,6,5,2023-06-04,2023,6,4,6
1,29,6,4,2023-07-26,2023,7,26,7
0,51,6,0,2023-12-02,2023,12,2,12
0,47,6,0,2023-09-10,2023,9,10,9
1,46,6,4,2023-05-10,2023,5,10,5
0,31,6,4,2023-02-06,2023,2,6,2
0,65,6,1,2023-01-25,2023,1,25,1
0,42,6,5,2023-06-04,2023,6,4,6
1,32,6,3,2023-01-24,2023,1,24,1
1,28,6,2,2023-03-01,2023,3,1,3
1,42,6,4,2023-02-19,2023,2,19,2
1,50,6,5,2023-06-29,2023,6,29,6
1,50,6,1,2023-01-24,2023,1,24,1
1,70,6,4,2023-12-09,2023,12,9,12
1,50,6,4,2023-06-23,2023,6,23,6
0,45,6,0,2023-04-10,2023,4,10,4
0,58,6,0,2023-06-10,2023,6,10,6
1,49,6,1,2023-10-08,2023,10,8,10
0,59,6,0,2023-12-02,2023,12,2,12
0,48,6,5,2023-07-25,2023,7,25,7
1,60,6,1,2023-01-16,2023,1,16,1
1,54,6,3,2023-09-04,2023,9,4,9
0,40,6,2,2023-10-04,2023,10,4,10
0,47,6,0,2023-05-17,2023,5,17,5
0,62,6,0,2023-06-02,2023,6,2,6
1,45,6,2,2023-05-02,2023,5,2,5
0,72,6,4,2023-02-16,2023,2,16,2
1,41,6,1,2023-06-10,2023,6,10,6
1,60,6,1,2023-01-16,2023,1,16,1
1,37,6,0,2023-03-06,2023,3,6,3
1,42,6,5,2023-03-02,2023,3,2,3
1,63,6,3,2023-06-09,2023,6,9,6
1,62,6,0,2023-11-02,2023,11,2,11
1,29,6,5,2023-06-28,2023,6,28,6
0,48,6,0,2023-10-06,2023,10,6,10
1,32,6,1,2023-01-16,2023,1,16,1
1,50,6,4,2023-07-06,2023,7,6,7
0,34,6,4,2023-04-10,2023,4,10,4
0,48,6,0,2023-10-06,2023,10,6,10
0,39,6,4,2023-06-07,2023,6,7,6
1,37,6,4,2023-07-20,2023,7,20,7
1,41,6,5,2023-12-10,2023,12,10,12
0,42,6,4,2023-03-21,2023,3,21,3
1,37,6,0,2023-07-07,2023,7,7,7
1,50,6,3,2023-05-14,2023,5,14,5
1,48,6,4,2023-03-10,2023,3,10,3
0,54,6,3,2023-08-20,2023,8,20,8
1,20,6,1,2023-02-24,2023,2,24,2
0,47,6,0,2023-09-10,2023,9,10,9
0,48,6,5,2023-07-25,2023,7,25,7
0,45,6,0,2023-04-10,2023,4,10,4
1,50,6,5,2023-07-27,2023,7,27,7
0,76,6,3,2023-11-02,2023,11,2,11
1,34,0,1,2023-07-09,2023,7,9,7
0,51,0,2,2023-09-30,2023,9,30,9
0,58,0,3,2023-01-18,2023,1,18,1
1,44,0,5,2023-04-09,2023,4,9,4
1,53,0,4,2023-06-25,2023,6,25,6
0,50,0,2,2023-12-01,2023,12,1,12
1,34,0,1,2023-07-09,2023,7,9,7
0,47,0,3,2023-04-10,2023,4,10,4
1,41,0,4,2023-10-06,2023,10,6,10
0,42,0,5,2023-08-29,2023,8,29,8
0,55,0,2,2023-10-15,2023,10,15,10
1,5,0,0,2023-09-16,2023,9,16,9
1,59,0,0,2023-05-09,2023,5,9,5
0,33,0,5,2023-02-12,2023,2,12,2
0,47,0,5,2023-11-15,2023,11,15,11
1,45,0,4,2023-03-12,2023,3,12,3
1,20,0,3,2023-12-04,2023,12,4,12
0,47,0,4,2022-12-14,2022,12,14,0
0,42,0,5,2023-08-29,2023,8,29,8
0,71,0,3,2023-04-30,2023,4,30,4
1,47,0,5,2023-11-15,2023,11,15,11
0,50,0,2,2023-12-01,2023,12,1,12
0,43,0,5,2023-04-04,2023,4,4,4
0,24,0,2,2023-12-01,2023,12,1,12
1,28,0,3,2023-08-29,2023,8,29,8
1,49,0,0,2023-04-23,2023,4,23,4
1,64,0,5,2023-03-04,2023,3,4,3
0,58,0,3,2023-01-18,2023,1,18,1
0,20,0,3,2023-04-13,2023,4,13,4
0,51,0,4,2023-03-09,2023,3,9,3
0,23,0,1,2023-06-04,2023,6,4,6
0,67,0,5,2023-05-27,2023,5,27,5
0,47,0,5,2023-11-15,2023,11,15,11
0,20,0,3,2023-04-13,2023,4,13,4
1,45,0,5,2023-03-11,2023,3,11,3
0,50,0,2,2023-12-01,2023,12,1,12
1,29,0,4,2023-06-15,2023,6,15,6
1,42,0,4,2023-01-15,2023,1,15,1
1,44,0,0,2023-06-11,2023,6,11,6
1,28,0,3,2023-08-29,2023,8,29,8
1,66,0,3,2023-03-04,2023,3,4,3
1,29,0,4,2023-01-21,2023,1,21,1
1,61,0,3,2023-01-27,2023,1,27,1
1,58,0,4,2023-08-20,2023,8,20,8
1,20,0,3,2023-12-04,2023,12,4,12
1,47,0,5,2023-11-15,2023,11,15,11
1,53,0,0,2023-07-24,2023,7,24,7
0,31,0,5,2023-08-13,2023,8,13,8
1,62,0,5,2023-01-09,2023,1,9,1
1,61,0,3,2023-01-28,2023,1,28,1
1,48,0,2,2023-04-30,2023,4,30,4
1,55,0,4,2023-07-29,2023,7,29,7
0,53,0,3,2023-04-23,2023,4,23,4
1,59,0,0,2023-05-09,2023,5,9,5
1,44,0,0,2023-06-11,2023,6,11,6
0,47,0,4,2022-12-14,2022,12,14,0
0,46,0,5,2023-04-11,2023,4,11,4
0,37,0,3,2023-06-04,2023,6,4,6
0,36,0,5,2023-04-09,2023,4,9,4
1,49,0,4,2022-12-14,2022,12,14,0
0,37,0,3,2023-06-04,2023,6,4,6
1,63,0,5,2023-10-12,2023,10,12,10
1,72,0,4,2023-04-25,2023,4,25,4
1,29,0,4,2023-01-21,2023,1,21,1
0,51,0,0,2023-09-28,2023,9,28,9
0,59,0,4,2023-04-24,2023,4,24,4
0,58,0,3,2023-01-18,2023,1,18,1
0,35,0,3,2023-04-29,2023,4,29,4
0,42,0,0,2023-07-27,2023,7,27,7
1,62,0,5,2023-01-09,2023,1,9,1
1,20,0,3,2023-12-04,2023,12,4,12
1,32,0,4,2023-08-01,2023,8,1,8
0,48,0,5,2023-11-22,2023,11,22,11
0,53,0,3,2023-04-28,2023,4,28,4
0,58,0,3,2023-01-18,2023,1,18,1
1,52,0,0,2023-04-25,2023,4,25,4
1,60,0,4,2023-05-27,2023,5,27,5
1,28,0,3,2023-08-29,2023,8,29,8
0,42,0,4,2023-06-29,2023,6,29,6
1,61,0,3,2023-01-27,2023,1,27,1
0,42,0,5,2023-08-29,2023,8,29,8
0,62,0,5,2023-11-15,2023,11,15,11
1,40,0,1,2023-03-11,2023,3,11,3
1,55,0,5,2023-01-04,2023,1,4,1
1,50,0,4,2023-12-27,2023,12,27,12
1,55,0,4,2023-07-29,2023,7,29,7
1,40,0,1,2023-03-11,2023,3,11,3
0,74,0,0,2023-03-13,2023,3,13,3
0,60,0,3,2023-04-10,2023,4,10,4
1,63,0,3,2022-12-12,2022,12,12,0
0,53,0,3,2023-04-28,2023,4,28,4
1,20,0,3,2023-02-01,2023,2,1,2
1,45,0,5,2023-03-11,2023,3,11,3
1,53,0,4,2023-06-25,2023,6,25,6
1,38,0,0,2023-01-22,2023,1,22,1
0,74,0,0,2023-03-13,2023,3,13,3
0,59,0,4,2023-04-24,2023,4,24,4
0,46,0,5,2023-03-12,2023,3,12,3
1,45,0,0,2023-01-04,2023,1,4,1
0,42,0,5,2023-04-30,2023,4,30,4
0,10,0,3,2023-09-20,2023,9,20,9
1,59,0,0,2023-05-09,2023,5,9,5
1,48,0,2,2023-04-30,2023,4,30,4
1,32,0,4,2023-09-16,2023,9,16,9
0,47,0,5,2023-11-15,2023,11,15,11
0,44,0,4,2022-12-15,2022,12,15,0
1,63,0,3,2022-12-12,2022,12,12,0
1,43,0,0,2023-12-17,2023,12,17,12
1,34,0,1,2023-07-09,2023,7,9,7
1,26,0,0,2023-06-01,2023,6,1,6
0,53,0,5,2023-12-27,2023,12,27,12
0,58,0,3,2023-01-18,2023,1,18,1
1,58,0,4,2023-08-20,2023,8,20,8
1,24,0,5,2023-04-25,2023,4,25,4
0,48,0,5,2023-11-22,2023,11,22,11
1,55,0,5,2023-01-04,2023,1,4,1
0,37,0,3,2023-09-26,2023,9,26,9
0,20,0,3,2023-12-04,2023,12,4,12
0,37,0,3,2023-09-26,2023,9,26,9
1,44,0,0,2023-06-11,2023,6,11,6
0,46,0,5,2023-03-12,2023,3,12,3
0,48,0,4,2023-12-16,2023,12,16,12
0,42,0,5,2023-03-24,2023,3,24,3
1,52,0,2,2023-04-30,2023,4,30,4
1,39,0,4,2023-01-21,2023,1,21,1
0,42,0,4,2023-06-29,2023,6,29,6
1,53,0,4,2023-07-15,2023,7,15,7
1,20,0,3,2023-02-01,2023,2,1,2
0,21,0,3,2023-05-27,2023,5,27,5
1,52,0,0,2023-04-25,2023,4,25,4
1,45,0,0,2023-01-04,2023,1,4,1
0,46,0,5,2023-04-11,2023,4,11,4
1,20,0,3,2023-02-01,2023,2,1,2
1,20,0,3,2023-02-01,2023,2,1,2
0,51,0,4,2023-03-09,2023,3,9,3
1,72,0,4,2023-04-25,2023,4,25,4
1,53,0,0,2023-07-24,2023,7,24,7
0,64,0,4,2023-03-21,2023,3,21,3
1,41,0,4,2023-10-06,2023,10,6,10
1,44,0,5,2023-11-16,2023,11,16,11
0,31,0,5,2023-08-13,2023,8,13,8
0,62,0,5,2023-11-15,2023,11,15,11
1,29,0,3,2023-04-10,2023,4,10,4
1,26,0,0,2023-06-01,2023,6,1,6
1,29,0,3,2023-04-10,2023,4,10,4
1,36,0,2,2023-10-16,2023,10,16,10
0,50,0,4,2022-12-14,2022,12,14,0
1,34,0,1,2023-07-09,2023,7,9,7
0,53,0,5,2023-12-27,2023,12,27,12
1,45,0,0,2023-01-04,2023,1,4,1
0,20,0,3,2023-04-13,2023,4,13,4
0,33,0,5,2023-02-12,2023,2,12,2
1,64,0,5,2023-03-04,2023,3,4,3
0,31,0,4,2023-08-10,2023,8,10,8
0,37,0,3,2023-09-26,2023,9,26,9
1,52,0,4,2023-10-28,2023,10,28,10
1,45,0,0,2023-01-04,2023,1,4,1
0,20,0,3,2023-12-04,2023,12,4,12
1,38,0,0,2023-01-22,2023,1,22,1
0,48,0,5,2023-04-29,2023,4,29,4
1,47,0,5,2023-11-15,2023,11,15,11
0,47,0,5,2023-11-15,2023,11,15,11
1,52,0,4,2023-10-28,2023,10,28,10
1,32,0,4,2023-09-16,2023,9,16,9
1,52,0,4,2023-10-28,2023,10,28,10
1,55,0,4,2023-07-29,2023,7,29,7
1,52,0,4,2023-10-28,2023,10,28,10
0,47,0,4,2022-12-14,2022,12,14,0
1,47,0,5,2023-11-15,2023,11,15,11
0,37,0,3,2023-06-04,2023,6,4,6
1,29,0,4,2023-08-07,2023,8,7,8
0,62,0,5,2023-11-15,2023,11,15,11
1,32,0,5,2023-10-12,2023,10,12,10
1,45,0,1,2023-11-21,2023,11,21,11
1,47,0,5,2023-11-15,2023,11,15,11
1,20,0,3,2023-12-04,2023,12,4,12
1,42,0,5,2023-05-21,2023,5,21,5
0,60,0,3,2023-04-10,2023,4,10,4
1,51,0,4,2023-11-12,2023,11,12,11
0,71,0,3,2023-04-30,2023,4,30,4
1,32,0,4,2023-08-01,2023,8,1,8
1,20,0,5,2023-12-05,2023,12,5,12
1,36,0,2,2023-10-16,2023,10,16,10
0,14,0,3,2023-09-21,2023,9,21,9
1,50,0,4,2023-12-27,2023,12,27,12
0,47,0,4,2023-11-12,2023,11,12,11
1,39,0,3,2023-09-23,2023,9,23,9
0,48,0,5,2023-11-22,2023,11,22,11
0,48,0,0,2023-11-05,2023,11,5,11
0,51,0,2,2023-09-30,2023,9,30,9
0,50,0,4,2022-12-14,2022,12,14,0
1,63,0,2,2023-05-12,2023,5,12,5
1,32,0,5,2023-10-12,2023,10,12,10
1,58,0,4,2023-08-20,2023,8,20,8
1,32,0,5,2023-10-12,2023,10,12,10
1,63,0,2,2023-05-12,2023,5,12,5
0,37,0,3,2023-09-26,2023,9,26,9
0,20,0,3,2023-12-04,2023,12,4,12
1,44,0,5,2023-11-16,2023,11,16,11
0,48,0,5,2023-04-29,2023,4,29,4
0,42,0,0,2023-07-27,2023,7,27,7
1,59,0,0,2023-05-09,2023,5,9,5
0,62,0,5,2023-11-15,2023,11,15,11
1,54,0,4,2023-01-22,2023,1,22,1
0,46,0,5,2023-03-12,2023,3,12,3
1,24,0,5,2023-04-25,2023,4,25,4
0,10,0,3,2023-09-20,2023,9,20,9
0,71,0,3,2023-01-28,2023,1,28,1
0,47,0,4,2023-11-12,2023,11,12,11
1,58,0,4,2023-08-20,2023,8,20,8
0,59,0,5,2023-10-31,2023,10,31,10
1,66,0,3,2023-03-04,2023,3,4,3
1,52,0,4,2023-10-28,2023,10,28,10
0,47,0,4,2022-12-14,2022,12,14,0
0,62,0,5,2023-11-15,2023,11,15,11
0,59,0,4,2023-04-24,2023,4,24,4
0,15,0,5,2023-12-23,2023,12,23,12
0,42,0,5,2023-04-30,2023,4,30,4
1,61,0,3,2023-01-27,2023,1,27,1
0,10,0,3,2023-09-20,2023,9,20,9
1,32,0,5,2023-10-12,2023,10,12,10
0,59,0,4,2023-04-24,2023,4,24,4
0,47,0,5,2023-11-15,2023,11,15,11
1,63,0,2,2023-05-12,2023,5,12,5
0,33,0,5,2023-02-12,2023,2,12,2
0,37,0,3,2023-06-04,2023,6,4,6
1,55,0,5,2023-08-10,2023,8,10,8
0,33,0,5,2023-02-12,2023,2,12,2
1,36,0,2,2023-10-16,2023,10,16,10
1,41,0,4,2023-10-06,2023,10,6,10
1,52,0,4,2023-10-28,2023,10,28,10
1,59,0,0,2023-05-09,2023,5,9,5
1,53,0,0,2023-07-24,2023,7,24,7
0,59,0,5,2023-10-31,2023,10,31,10
0,10,0,3,2023-09-20,2023,9,20,9
0,51,0,2,2023-09-30,2023,9,30,9
1,63,0,5,2023-10-12,2023,10,12,10
1,44,0,5,2023-11-16,2023,11,16,11
0,65,0,3,2023-01-09,2023,1,9,1
0,42,0,0,2023-07-27,2023,7,27,7
0,37,0,3,2023-06-04,2023,6,4,6
1,42,0,5,2023-05-21,2023,5,21,5
0,74,0,0,2023-03-13,2023,3,13,3
1,43,0,0,2023-12-17,2023,12,17,12
0,50,0,2,2023-12-01,2023,12,1,12
0,59,0,4,2023-04-24,2023,4,24,4
1,63,0,2,2023-05-12,2023,5,12,5
1,44,0,5,2023-11-16,2023,11,16,11
1,40,0,1,2023-03-11,2023,3,11,3
1,45,0,5,2023-03-11,2023,3,11,3
1,51,0,4,2023-11-12,2023,11,12,11
1,44,0,5,2023-11-16,2023,11,16,11
0,74,0,0,2023-03-13,2023,3,13,3
1,52,0,3,2023-10-16,2023,10,16,10
1,43,0,5,2023-08-10,2023,8,10,8
0,24,0,2,2023-12-01,2023,12,1,12
0,71,0,3,2023-04-30,2023,4,30,4
1,21,0,4,2023-03-09,2023,3,9,3
0,20,0,3,2023-04-13,2023,4,13,4
1,61,0,3,2023-01-28,2023,1,28,1
1,26,0,0,2023-06-01,2023,6,1,6
1,26,0,0,2023-06-01,2023,6,1,6
0,50,0,2,2023-12-01,2023,12,1,12
0,64,0,4,2023-03-21,2023,3,21,3
1,39,0,3,2023-09-23,2023,9,23,9
1,20,0,3,2023-02-01,2023,2,1,2
1,62,0,5,2023-01-09,2023,1,9,1
1,57,0,4,2023-01-04,2023,1,4,1
0,59,0,4,2023-04-24,2023,4,24,4
1,32,0,5,2023-10-12,2023,10,12,10
1,49,0,4,2022-12-14,2022,12,14,0
1,48,0,2,2023-04-30,2023,4,30,4
1,49,0,0,2023-04-23,2023,4,23,4
0,34,0,4,2023-01-18,2023,1,18,1
0,53,0,4,2023-04-24,2023,4,24,4
0,55,0,2,2023-10-15,2023,10,15,10
0,37,0,4,2022-12-12,2022,12,12,0
0,10,0,3,2023-09-20,2023,9,20,9
0,48,0,5,2023-11-22,2023,11,22,11
0,42,0,5,2023-04-30,2023,4,30,4
1,32,0,4,2023-08-01,2023,8,1,8
0,51,0,2,2023-09-30,2023,9,30,9
0,53,0,4,2023-04-24,2023,4,24,4
0,51,0,0,2023-09-28,2023,9,28,9
0,10,0,3,2023-09-20,2023,9,20,9
1,36,0,2,2023-10-16,2023,10,16,10
1,57,0,4,2023-05-21,2023,5,21,5
1,44,0,5,2023-11-16,2023,11,16,11
1,42,0,4,2023-01-15,2023,1,15,1
1,52,0,2,2023-08-01,2023,8,1,8
0,37,0,3,2023-06-04,2023,6,4,6
0,43,0,5,2023-04-04,2023,4,4,4
1,57,0,4,2023-05-21,2023,5,21,5
1,59,0,0,2023-05-09,2023,5,9,5
1,32,0,4,2023-08-01,2023,8,1,8
1,36,0,4,2023-10-27,2023,10,27,10
0,52,0,5,2023-03-13,2023,3,13,3
1,53,0,4,2023-07-15,2023,7,15,7
0,46,0,5,2023-03-12,2023,3,12,3
1,57,0,5,2023-11-16,2023,11,16,11
1,47,0,5,2023-11-15,2023,11,15,11
0,34,0,4,2023-01-18,2023,1,18,1
1,59,0,0,2023-05-09,2023,5,9,5
0,53,0,5,2023-12-27,2023,12,27,12
0,32,0,4,2023-04-25,2023,4,25,4
0,48,0,5,2023-04-29,2023,4,29,4
1,63,0,2,2023-08-01,2023,8,1,8
0,10,0,3,2023-09-20,2023,9,20,9
0,53,0,3,2023-04-23,2023,4,23,4
0,33,0,5,2023-02-12,2023,2,12,2
1,39,0,4,2023-01-21,2023,1,21,1
1,66,0,3,2023-03-04,2023,3,4,3
1,45,0,5,2023-03-11,2023,3,11,3
1,48,0,1,2023-06-04,2023,6,4,6
1,52,0,2,2023-04-30,2023,4,30,4
1,38,0,4,2023-12-01,2023,12,1,12
1,60,0,4,2023-05-27,2023,5,27,5
1,61,0,3,2023-01-28,2023,1,28,1
0,47,0,4,2023-11-12,2023,11,12,11
1,43,0,0,2023-12-17,2023,12,17,12
1,52,0,3,2023-10-16,2023,10,16,10
0,48,0,4,2023-12-16,2023,12,16,12
0,31,0,5,2023-08-13,2023,8,13,8
0,14,0,3,2023-09-21,2023,9,21,9
0,21,0,3,2023-05-27,2023,5,27,5
0,52,0,5,2023-03-13,2023,3,13,3
1,53,0,4,2023-07-15,2023,7,15,7
0,20,0,3,2023-04-13,2023,4,13,4
1,55,0,5,2023-01-04,2023,1,4,1
1,47,0,5,2023-11-21,2023,11,21,11
1,45,0,4,2023-03-12,2023,3,12,3
0,43,0,5,2023-04-04,2023,4,4,4
0,43,0,5,2023-04-04,2023,4,4,4
1,53,0,4,2023-07-15,2023,7,15,7
